"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"How good are the specs? A study of the bug-finding effectiveness of existing Java API specifications","O. Legunsen; W. U. Hassan; X. Xu; G. Roşu; D. Marinov","Department of Computer Science, University of Illinois at Urbana-Champaign, USA; Department of Computer Science, University of Illinois at Urbana-Champaign, USA; Department of Computer Science, University of Illinois at Urbana-Champaign, USA; Department of Computer Science, University of Illinois at Urbana-Champaign, USA; Department of Computer Science, University of Illinois at Urbana-Champaign, USA","2016 31st IEEE/ACM International Conference on Automated Software Engineering (ASE)","","2016","","","602","613","Runtime verification can be used to find bugs early, during software development, by monitoring test executions against formal specifications (specs). The quality of runtime verification depends on the quality of the specs. While previous research has produced many specs for the Java API, manually or through automatic mining, there has been no large-scale study of their bug-finding effectiveness. We present the first in-depth study of the bug-finding effectiveness of previously proposed specs. We used JavaMOP to monitor 182 manually written and 17 automatically mined specs against more than 18K manually written and 2.1M automatically generated tests in 200 open-source projects. The average runtime overhead was under 4.3x. We inspected 652 violations of manually written specs and (randomly sampled) 200 violations of automatically mined specs. We reported 95 bugs, out of which developers already fixed 74. However, most violations, 82.81% of 652 and 97.89% of 200, were false alarms. Our empirical results show that (1) runtime verification technology has matured enough to incur tolerable runtime overhead during testing, and (2) the existing API specifications can find many bugs that developers are willing to fix; however, (3) the false alarm rates are worrisome and suggest that substantial effort needs to be spent on engineering better specs and properly evaluating their effectiveness.","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7582795","runtime verification;specification quality;empirical study","Runtime;Computer bugs;Monitoring;Synchronization;Open source software;Java;Testing","application program interfaces;program debugging;program testing;program verification;public domain software","Java API specifications;software development;test executions monitoring;formal specifications;runtime verification;bug-finding effectiveness;Java-MOP;manually written specs;open-source projects;runtime overhead;automatically mined specs;tolerable runtime overhead;false alarm rates","","","63","","","","","IEEE","IEEE Conferences"
"Multi-objective test report prioritization using image understanding","Y. Feng; J. A. Jones; Z. Chen; C. Fang","Department of Informatics, University of California, Irvine, USA; Department of Informatics, University of California, Irvine, USA; State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China; State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China","2016 31st IEEE/ACM International Conference on Automated Software Engineering (ASE)","","2016","","","202","213","In crowdsourced software testing, inspecting the large number of test reports is an overwhelming but inevitable software maintenance task. In recent years, to alleviate this task, many text-based test-report classification and prioritization techniques have been proposed. However in the mobile testing domain, test reports often consist of more screenshots and shorter descriptive text, and thus text-based techniques may be ineffective or inapplicable. The shortage and ambiguity of natural-language text information and the well defined screenshots of activity views within mobile applications motivate our novel technique based on using image understanding for multi-objective test-report prioritization. In this paper, by taking the similarity of screenshots into consideration, we present a multi-objective optimization-based prioritization technique to assist inspections of crowdsourced test reports. In our technique, we employ the Spatial Pyramid Matching (SPM) technique to measure the similarity of the screenshots, and apply the natural-language processing technique to measure the distance between the text of test reports. Furthermore, to validate our technique, an experiment with more than 600 test reports and 2500 images is conducted. The experimental results show that image-understanding techniques can provide benefit to test-report prioritization for most applications.","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7582758","Crowdsourced Testing;Test Report Prioritization;Image Understanding;Multi-Objective Optimization","Testing;Mobile communication;Computer bugs;Software;Mobile applications;Image color analysis;Inspection","image classification;image matching;mobile computing;natural language processing;program testing;text analysis","multiobjective test report prioritization;image understanding;crowdsourced software testing;software maintenance task;text-based test-report classification;mobile testing domain;screenshots;descriptive text;natural-language text information;mobile applications;spatial pyramid matching;SPM","","","41","","","","","IEEE","IEEE Conferences"
"Automated model-based Android GUI testing using multi-level GUI comparison criteria","Y. Baek; D. Bae","Korea Advanced Institute of Science and Technology (KAIST) Daeieon. Republic of Korea; Korea Advanced Institute of Science and Technology (KAIST) Daeieon. Republic of Korea","2016 31st IEEE/ACM International Conference on Automated Software Engineering (ASE)","","2016","","","238","249","Automated Graphical User Interface (GUI) testing is one of the most widely used techniques to detect faults in mobile applications (apps) and to test functionality and usability. GUI testing exercises behaviors of an application under test (AUT) by executing events on GUIs and checking whether the app behaves correctly. In particular, because Android leads in market share of mobile OS platforms, a lot of research on automated Android GUI testing techniques has been performed. Among various techniques, we focus on model-based Android GUI testing that utilizes a GUI model for systematic test generation and effective debugging support. Since test inputs are generated based on the underlying model, accurate GUI modeling of an AUT is the most crucial factor in order to generate effective test inputs. However, most modern Android apps contain a number of dynamically constructed GUIs that make accurate behavior modeling more challenging. To address this problem, we propose a set of multi-level GUI Comparison Criteria (GUICC) that provides the selection of multiple abstraction levels for GUI model generation. By using multilevel GUICC, we conducted empirical experiments to identify the influence of GUICC on testing effectiveness. Results show that our approach, which performs model-based testing with multi-level GUICC, achieved higher effectiveness than activity-based GUI model generation. We also found that multi-level GUICC can alleviate the inherent state explosion problems of existing a single-level GUICC for behavior modeling of real-world Android apps by flexibly manipulating GUICC.","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7582762","GUI testing;Android application testing;GUI model generation;GUI comparison criteria;Model-based test input generation","Graphical user interfaces;Testing;Androids;Humanoid robots;Space exploration;Analytical models;Mobile communication","Android (operating system);fault diagnosis;graphical user interfaces;mobile computing;program debugging;program testing","automated model-based Android GUI testing;multilevel GUI comparison criteria;multilevel GUICC;automated graphical user interface testing;fault detection;mobile applications;functionality testing;usability testing;application under test;mobile OS platforms;systematic test generation;debugging support;AUT GUI modeling;GUI model generation;single-level GUICC;Android apps behavior modeling","","2","27","","","","","IEEE","IEEE Conferences"
"An automated collaborative requirements engineering tool for better validation of requirements","N. A. Moketar; M. Kamalrudin; S. Sidek; M. Robinson; J. Grundy","Innovative Software System and Services Group, Universiti Teknikal Malaysia Melaka, Melaka, Malaysia; Innovative Software System and Services Group, Universiti Teknikal Malaysia Melaka, Melaka, Malaysia; Innovative Software System and Services Group, Universiti Teknikal Malaysia Melaka, Melaka, Malaysia; Fulgent Corporation, USA; Faculty of Science Engineering and Built Environment, School of Information Technology, Melbourne Burwood Campus, Deakin University, Victoria 3125, Australia","2016 31st IEEE/ACM International Conference on Automated Software Engineering (ASE)","","2016","","","864","869","This demo introduces an automated collaborative requirements engineering tool, called TestMEReq, which is used to promote effective communication and collaboration between client-stakeholders and requirements engineers for better requirements validation. Our tool is augmented with real time communication and collaboration support to allow multiple stakeholders to collaboratively validate the same set of requirements. We have conducted a user study focusing on validating requirements using TestMEReq with a few groups of requirements engineers and client stakeholders. The study shows that our automated tool support is able to assist requirements engineers to effectively communicate with client-stakeholders to better validate the requirements virtually in real time. (Demo video: https://www.youtube.com/watch?v=7sWLOx-N4Jo).","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7582829","Abstract test;Essential Use Cases;Essential User Interface;requirement-based testing;requirements validation;communication and collaboration","Collaboration;Stakeholders;Software;Testing;User interfaces;Libraries;Prototypes","formal specification;formal verification;groupware;program testing","automated collaborative requirement engineering tool;requirements validation;TestMEReq","","","12","","","","","IEEE","IEEE Conferences"
"Towards automatically generating descriptive names for unit tests","B. Zhang; E. Hill; J. Clause","University of Delaware, Newark, DE, USA; Drew University, Madison, NJ, USA; University of Delaware, Newark, DE, USA","2016 31st IEEE/ACM International Conference on Automated Software Engineering (ASE)","","2016","","","625","636","During maintenance, developers often need to understand the purpose of a test. One of the most potentially useful sources of information for understanding a test is its name. Ideally, test names are descriptive in that they accurately summarize both the scenario and the expected outcome of the test. Despite the benefits of being descriptive, test names often fall short of this goal. In this paper we present a new approach for automatically generating descriptive names for existing test bodies. Using a combination of natural-language program analysis and text generation, the technique creates names that summarize the test's scenario and the expected outcome. The results of our evaluation show that, (1) compared to alternative approaches, the names generated by our technique are significantly more similar to human-generated names and are nearly always preferred by developers, (2) the names generated by our technique are preferred over or are equivalent to the original test names in 83% of cases, and (3) our technique is several orders of magnitude faster than manually writing test names.","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7582797","Unit testing;Descriptive names;Maintenance","Testing;Maintenance engineering;Software maintenance;Natural languages;Semantics;Prototypes","natural language processing;program testing;software maintenance","descriptive name;unit testing;software maintenance;test name;natural-language program analysis;text generation","","","34","","","","","IEEE","IEEE Conferences"
"Automatic test image generation using procedural noise","M. Patrick; M. D. Castle; R. O. J. H. Stutt; C. A. Gilligan","Department of Plant Sciences, University of Cambridge, United Kingdom; Department of Plant Sciences, University of Cambridge, United Kingdom; Department of Plant Sciences, University of Cambridge, United Kingdom; Department of Plant Sciences, University of Cambridge, United Kingdom","2016 31st IEEE/ACM International Conference on Automated Software Engineering (ASE)","","2016","","","654","659","It is difficult to test programs that input images, due to the large number of (pixel) values that must be chosen and the complex ways these values interact. Typically, such programs are tested manually, using images that have known results. However, this is a laborious process and limited in the range of tests that can be applied. We introduce a new approach for testing programs that input images automatically, using procedural noise and spatial statistics to create inputs that are both realistic and can easily be tuned to have specific properties. The effectiveness of our approach is illustrated on an epidemiological simulation of a recently introduced tree pest in Great Britain: Oriental Chestnut Gall Wasp. Our approach produces images that match the real landscapes more closely than other techniques and can be used (alongside metamorphic relations) to detect smaller (artificially introduced) errors with greater accuracy.","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7582800","software testing;image processing;test data generation","Software;Testing;Genetic algorithms;White noise;Histograms;Imaging;Image generation","image denoising;image matching;program testing","automatic test image generation;procedural noise;image pixels;program testing;spatial statistics;epidemiological simulation;tree pest;Great Britain;Oriental chestnut gall wasp;image matching;real landscapes","","","18","","","","","IEEE","IEEE Conferences"
"Locus: Locating bugs from software changes","M. Wen; R. Wu; S. Cheung","Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Hong Kong, China; Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Hong Kong, China; Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Hong Kong, China","2016 31st IEEE/ACM International Conference on Automated Software Engineering (ASE)","","2016","","","262","273","Various information retrieval (IR) based techniques have been proposed recently to locate bugs automatically at the file level. However, their usefulness is often compromised by the coarse granularity of files and the lack of contextual information. To address this, we propose to locate bugs using software changes, which offer finer granularity than files and provide important contextual clues for bug-fixing. We observe that bug inducing changes can facilitate the bug fixing process. For example, it helps triage the bug fixing task to the developers who committed the bug inducing changes or enables developers to fix bugs by reverting these changes. Our study further identifies that change logs and the naturally small granularity of changes can help boost the performance of IR-based bug localization. Motivated by these observations, we propose an IR-based approach Locus to locate bugs from software changes, and evaluate it on six large open source projects. The results show that Locus outperforms existing techniques at the source file level localization significantly. MAP and MRR in particular have been improved, on average, by 20.1% and 20.5%, respectively. Locus is also capable of locating the inducing changes within top 5 for 41.0% of the bugs. The results show that Locus can significantly reduce the number of lines needing to be scanned to locate the bug compared with existing techniques.","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7582764","bug localization;software changes;information retrieval;software analytics","Computer bugs;Software;Debugging;History;Information retrieval;Natural languages;Manuals","information retrieval;program debugging","Locus;software changes;information retrieval;bug-fixing;bug inducing changes;IR-based bug localization;source file level localization;MAP;MRR","","","46","","","","","IEEE","IEEE Conferences"
"Generating test cases to expose concurrency bugs in android applications","H. Tang; G. Wu; J. Wei; H. Zhong","State key Laboratory of Computer Sciences, Institute of Software, Chinese Academy of Sciences, China; State key Laboratory of Computer Sciences, Institute of Software, Chinese Academy of Sciences, China; State key Laboratory of Computer Sciences, Institute of Software, Chinese Academy of Sciences, China; State key Laboratory of Computer Sciences, Institute of Software, Chinese Academy of Sciences, China","2016 31st IEEE/ACM International Conference on Automated Software Engineering (ASE)","","2016","","","648","653","Mobile systems usually support an event-based model of concurrent programming. This model, although advantageous to maintain responsive user interfaces, may lead to subtle concurrency errors due to unforeseen threads interleaving coupled with non-deterministic reordering of asynchronous events. These bugs are very difficult to reproduce even by the same user action sequences that trigger them, due to the undetermined schedules of underlying events and threads. In this paper, we proposed RacerDroid, a novel technique that aims to expose concurrency bugs in android applications by actively controlling event schedule and thread interleaving, given the test cases that have potential data races. By exploring the state model of the application constructed dynamically, our technique starts first to generate a test case that has potential data races based on the results obtained from existing static or dynamic race detection technique. Then it reschedules test cases execution by actively controlling event dispatching and thread interleaving to determine whether such potential races really lead to thrown exceptions or assertion violations. Our preliminary experiments show that RacerDroid is effective, and it confirms real data races, while at the same time eliminates false warnings for Android apps found in the wild.","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7582799","record/replay;data race;mobile application;Android;testing","Message systems;Androids;Humanoid robots;Concurrent computing;Computer bugs;Instruments;Data models","Android (operating system);concurrency control;mobile computing;program debugging;program testing;smart phones;user interfaces","test case generation;concurrency bug;Android application;mobile system;event-based model;concurrent programming;user interface;RacerDroid technique;smart phone","","","28","","","","","IEEE","IEEE Conferences"
"Migrating cascading style sheets to preprocessors by introducing mixins","D. Mazinanian; N. Tsantalis","Computer Science and Software Engineering, Concordia University, Montreal, Canada; Computer Science and Software Engineering, Concordia University, Montreal, Canada","2016 31st IEEE/ACM International Conference on Automated Software Engineering (ASE)","","2016","","","672","683","Cascading Style Sheets (CSS) is the standard language for styling web documents and is extensively used in the industry. However, CSS lacks constructs that would allow code reuse (e.g., functions). Consequently, maintaining CSS code is often a cumbersome and error-prone task. Preprocessors (e.g., Less and Sass) have been introduced to fill this gap, by extending CSS with the missing constructs. Despite the clear maintainability benefits coming from the use of preprocessors, there is currently no support for migrating legacy CSS code to preprocessors. In this paper, we propose a technique for automatically detecting duplicated style declarations in CSS code that can be migrated to preprocessor functions (i.e., mixins). Our technique can parameterize differences in the style values of duplicated declarations, and ensure that the migration will not change the presentation semantics of the web documents. The evaluation has shown that our technique is able to detect 98% of the mix-ins that professional developers introduced in websites and Style Sheet libraries, and can safely migrate real CSS code.","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7582802","Cascading style sheets;refactoring;duplication;migration","Cascading style sheets;Syntactics;HTML;Browsers;Software;Semantics;Libraries","document handling;hypermedia markup languages;Internet;programming languages;software maintenance;software reusability","cascading style sheet;CSS;mixin;preprocessor function;Web document styling;code reuse;code maintenance;hypermedia markup language;HTML","","","44","","","","","IEEE","IEEE Conferences"
"Recommending relevant classes for bug reports using multi-objective search","R. Almhana; W. Mkaouer; M. Kessentini; A. Ouni","Computer and Information Science Department, University of Michigan, Dearborn, MI, USA; Computer and Information Science Department, University of Michigan, Dearborn, MI, USA; Computer and Information Science Department, University of Michigan, Dearborn, MI, USA; Graduate School of Information Science and Technology, Osaka University, Osaka, Japan","2016 31st IEEE/ACM International Conference on Automated Software Engineering (ASE)","","2016","","","286","295","Developers may follow a tedious process to find the cause of a bug based on code reviews and reproducing the abnormal behavior. In this paper, we propose an automated approach to finding and ranking potential classes with the respect to the probability of containing a bug based on a bug report description. Our approach finds a good balance between minimizing the number of recommended classes and maximizing the relevance of the proposed solution using a multi-objective optimization algorithm. The relevance of the recommended classes (solution) is estimated based on the use of the history of changes and bug-fixing, and the lexical similarity between the bug report description and the API documentation. We evaluated our system on 6 open source Java projects, using the version of the project before fixing the bug of many bug reports. The experimental results show that the search-based approach significantly outperforms three state-of-the-art methods in recommending relevant files for bug reports. In particular, our multi-objective approach is able to successfully locate the true buggy methods within the top 10 recommendations for over 87% of the bug reports.","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7582766","Search-based software engineering;bug reports;multi-objective optimization;software maintenance","Computer bugs;Search problems;Software engineering;Optimization;Software;History;Documentation","application program interfaces;estimation theory;Java;optimisation;probability;program debugging;public domain software;search problems;software maintenance","class recommendation;bug report description;multiobjective search;probability;multiobjective optimization algorithm;relevance estimation;API documentation;open source Java project;software maintenance","","","28","","","","","IEEE","IEEE Conferences"
"What developers want and need from program analysis: An empirical study","M. Christakis; C. Bird","Microsoft Research, Redmond, USA; Microsoft Research, Redmond, USA","2016 31st IEEE/ACM International Conference on Automated Software Engineering (ASE)","","2016","","","332","343","Program Analysis has been a rich and fruitful field of research for many decades, and countless high quality program analysis tools have been produced by academia. Though there are some well-known examples of tools that have found their way into routine use by practitioners, a common challenge faced by researchers is knowing how to achieve broad and lasting adoption of their tools. In an effort to understand what makes a program analyzer most attractive to developers, we mounted a multi-method investigation at Microsoft. Through interviews and surveys of developers as well as analysis of defect data, we provide insight and answers to four high level research questions that can help researchers design program analyzers meeting the needs of software developers. First, we explore what barriers hinder the adoption of program analyzers, like poorly expressed warning messages. Second, we shed light on what functionality developers want from analyzers, including the types of code issues that developers care about. Next, we answer what non-functional characteristics an analyzer should have to be widely used, how the analyzer should fit into the development process, and how its results should be reported. Finally, we investigate defects in one of Microsoft's flagship software services, to understand what types of code issues are most important to minimize, potentially through program analysis.","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7582770","program analysis;code defects","Software;Security;Interviews;Companies;Ecosystems;Software engineering;Pain","program diagnostics;software engineering","high quality program analysis tools;multimethod investigation;functionality developers;software developers;code issues;Microsoft software services;software defect analysis","","","52","","","","","IEEE","IEEE Conferences"
"Mining revision histories to detect cross-language clones without intermediates","X. Cheng; Z. Peng; L. Jiang; H. Zhong; H. Yu; J. Zhao","Department of Computer Science and Engineering, ShanghaiJiao Tong University, China; School of Information Systems, Singapore Management University, Singapore; School of Information Systems, Singapore Management University, Singapore; Department of Computer Science and Engineering, ShanghaiJiao Tong University, China; School of Software, ShanghaiJiao Tong University, China; Department of Advanced Information Technology, Kyushu University, Japan","2016 31st IEEE/ACM International Conference on Automated Software Engineering (ASE)","","2016","","","696","701","To attract more users on different platforms, many projects release their versions in multiple programming languages (e.g., Java and C#). They typically have many code snippets that implement similar functionalities, i.e., cross-language clones. Programmers often need to track and modify cross-language clones consistently to maintain similar functionalities across different language implementations. In literature, researchers have proposed approaches to detect cross-language clones, mostly for languages that share a common intermediate language (such as the .NET language family) so that techniques for detecting single-language clones can be applied. As a result, those approaches cannot detect cross-language clones for many projects that are not implemented in a .NET language. To overcome the limitation, in this paper, we propose a novel approach, CLCMiner, that detects cross-language clones automatically without the need of an intermediate language. Our approach mines such clones from revision histories, which reflect how programmers maintain cross-language clones in practice. We have implemented a prototype tool for our approach and conducted an evaluation on five open source projects that have versions in Java and C#. The results show that CLCMiner achieves high accuracy and point to promising future work.","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7582804","cross-language clone;diff;revision history","Cloning;Java;C# languages;History;Grammar;Software","data mining;programming languages;software maintenance","revision histories mining;cross-language clones detection;intermediate language;.NET language family;single-language clones detection;CLCMiner;open source projects;Java language;C# language","","1","21","","","","","IEEE","IEEE Conferences"
"StraightTaint: Decoupled offline symbolic taint analysis","J. Ming; D. Wu; J. Wang; G. Xiao; P. Liu","College of Information Sciences and Technology, The Pennsylvania State University, University Park, PA 16802, USA; College of Information Sciences and Technology, The Pennsylvania State University, University Park, PA 16802, USA; College of Information Sciences and Technology, The Pennsylvania State University, University Park, PA 16802, USA; College of Information Sciences and Technology, The Pennsylvania State University, University Park, PA 16802, USA; College of Information Sciences and Technology, The Pennsylvania State University, University Park, PA 16802, USA","2016 31st IEEE/ACM International Conference on Automated Software Engineering (ASE)","","2016","","","308","319","Taint analysis has been widely applied in ex post facto security applications, such as attack provenance investigation, computer forensic analysis, and reverse engineering. Unfortunately, the high runtime overhead imposed by dynamic taint analysis makes it impractical in many scenarios. The key obstacle is the strict coupling of program execution and taint tracking logic code. To alleviate this performance bottleneck, recent work seeks to offload taint analysis from program execution and run it on a spare core or a different CPU. However, since the taint analysis has heavy data and control dependencies on the program execution, the massive data in recording and transformation overshadow the benefit of decoupling. In this paper, we propose a novel technique to allow very lightweight logging, resulting in much lower execution slowdown, while still permitting us to perform full-featured offline taint analysis. We develop StraightTaint, a hybrid taint analysis tool that completely decouples the program execution and taint analysis. StraightTaint relies on very lightweight logging of the execution information to reconstruct a straight-line code, enabling an offline symbolic taint analysis without frequent data communication with the application. While StraightTaint does not log complete runtime or input values, it is able to precisely identify the causal relationships between sources and sinks, for example. Compared with traditional dynamic taint analysis tools, StraightTaint has much lower application runtime overhead.","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7582768","Taint analysis;Decoupling;Offline;Symbolic taint analysis","Runtime;Security;Performance analysis;Reverse engineering;Registers;Malware","program diagnostics;security of data","StraightTaint;decoupled offline symbolic taint analysis;ex post facto security applications;attack provenance investigation;computer forensic analysis;reverse engineering;program execution strict coupling;taint tracking logic code;lightweight logging;full-featured offline taint analysis;hybrid taint analysis tool;straight-line code reconstruction","","","54","","","","","IEEE","IEEE Conferences"
"Radius aware probabilistic testing of deadlocks with guarantees","Y. Cait; Z. Yang","State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, Beijing, China; Department of Computer Science, Western Michigan University, Kalamazoo, MI, USA","2016 31st IEEE/ACM International Conference on Automated Software Engineering (ASE)","","2016","","","356","367","Concurrency bugs only occur under certain interleaving. Existing randomized techniques are usually ineffective. PCT innovatively generates scheduling, before executing a program, based on priorities and priority change points. Hence, it provides a probabilistic guarantee to trigger concurrency bugs. PCT randomly selects priority change points among all events, which might be effective for non-deadlock concurrency bugs. However, deadlocks usually involve two or more threads and locks, and require more ordering constraints to be triggered. We interestingly observe that, every two events of a deadlock usually occur within a short range. We generally formulate this range as the bug Radius, to denote the max distance of every two events of a concurrency bug. Based on the bug radius, we propose RPro (Radius aware Probabilistic testing) for triggering deadlocks. Unlike PCT, RPro selects priority change points within the radius of the targeted deadlocks but not among all events. Hence, it guarantees larger probabilities to trigger deadlocks. We have implemented RPro and PCT and evaluated them on a set of real-world benchmarks containing 10 unique deadlocks. The experimental results show that RPro triggered all deadlocks with higher probabilities (i.e., >7.7x times larger on average) than that by PCT. We also evaluated RPro with radius varying from 1 to 150 (or 300). The result shows that the radius of a deadlock is much smaller (i.e., from 2 to 114 in our experiment) than the number of all events. This further confirms our observation and makes RPro meaningful in practice.","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7582772","Deadlock;random testing;bug radius;multithreaded program","Computer bugs;System recovery;Concurrent computing;Probabilistic logic;Instruction sets;Benchmark testing","concurrency control;probability;program debugging;program testing;system recovery","radius aware probabilistic testing;RPro;deadlock triggering;concurrency bug;probabilistic guarantee","","","66","","","","","IEEE","IEEE Conferences"
"Bugram: Bug detection with n-gram language models","S. Wang; D. Chollak; D. Movshovitz-Attias; L. Tan","Electrical and Computer Engineering, University of Waterloo, Canada; Electrical and Computer Engineering, University of Waterloo, Canada; Computer Science Department, Carnegie Mellon University, USA; Electrical and Computer Engineering, University of Waterloo, Canada","2016 31st IEEE/ACM International Conference on Automated Software Engineering (ASE)","","2016","","","708","719","To improve software reliability, many rule-based techniques have been proposed to infer programming rules and detect violations of these rules as bugs. These rule-based approaches often rely on the highly frequent appearances of certain patterns in a project to infer rules. It is known that if a pattern does not appear frequently enough, rules are not learned, thus missing many bugs. In this paper, we propose a new approach - Bugram - that leverages n-gram language models instead of rules to detect bugs. Bugram models program tokens sequentially, using the n-gram language model. Token sequences from the program are then assessed according to their probability in the learned model, and low probability sequences are marked as potential bugs. The assumption is that low probability token sequences in a program are unusual, which may indicate bugs, bad practices, or unusual/special uses of code of which developers may want to be aware. We evaluate Bugram in two ways. First, we apply Bugram on the latest versions of 16 open source Java projects. Results show that Bugram detects 59 bugs, 42 of which are manually verified as correct, 25 of which are true bugs and 17 are code snippets that should be refactored. Among the 25 true bugs, 23 cannot be detected by PR-Miner. We have reported these bugs to developers, 7 of which have already been confirmed by developers (4 of them have already been fixed), while the rest await confirmation. Second, we further compare Bugram with three additional graph- and rule-based bug detection tools, i.e., JADET, Tikanga, and GrouMiner. We apply Bugram on 14 Java projects evaluated in these three studies. Bugram detects 21 true bugs, at least 10 of which cannot be detected by these three tools. Our results suggest that Bugram is complementary to existing rule-based bug detection approaches.","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7582806","Bug Detection;Static Code Analysis;N-gram Language Model","Computer bugs;Software;Programming;Java;Buildings;Semantics;Software reliability","inference mechanisms;Java;knowledge based systems;natural language processing;probability;program debugging;public domain software;software reliability","Bugram;bug detection;n-gram language model;software reliability;rule-based technique;programming rule inference;probability sequence;open source Java project","","","57","","","","","IEEE","IEEE Conferences"
"Learning a dual-language vector space for domain-specific cross-lingual question retrieval","G. Chen; C. Chen; Z. Xing; B. Xu","School of Computer Science and Engineering, Nanyang Technological University, Singapore; School of Computer Science and Engineering, Nanyang Technological University, Singapore; School of Computer Science and Engineering, Nanyang Technological University, Singapore; College of Computer Science and Technology, Zhejiang University, China","2016 31st IEEE/ACM International Conference on Automated Software Engineering (ASE)","","2016","","","744","755","The lingual barrier limits the ability of millions of non-English speaking developers to make effective use of the tremendous knowledge in Stack Overflow, which is archived in English. For cross-lingual question retrieval, one may use translation-based methods that first translate the non-English queries into English and then perform monolingual question retrieval in English. However, translation-based methods suffer from semantic deviation due to inappropriate translation, especially for domain-specific terms, and lexical gap between queries and questions that share few words in common. To overcome the above issues, we propose a novel cross-lingual question retrieval based on word embed-dings and convolutional neural network (CNN) which are the state-of-the-art deep learning techniques to capture word- and sentence-level semantics. The CNN model is trained with large amounts of examples from Stack Overflow duplicate questions and their corresponding translation by machine, which guides the CNN to learn to capture informative word and sentence features to recognize and quantify semantic similarity in the presence of semantic deviations and lexical gaps. A uniqueness of our approach is that the trained CNN can map documents in two languages (e.g., Chinese queries and English questions) in a dual-language vector space, and thus reduce the cross-lingual question retrieval problem to a simple k-nearest neighbors search problem in the dual-language vector space, where no query or question translation is required. Our evaluation shows that our approach significantly outperforms the translation-based method, and can be extended to dual-language documents retrieval from different sources.","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7582810","Cross-lingual question retrieval;Word embeddings;Convolutional Neural Network;Dual-Language Vector Space","Semantics;Neural networks;Context;Google;Inspection;Predictive models;Convolution","language translation;learning (artificial intelligence);natural language processing;neural nets;query processing;question answering (information retrieval);search problems;text analysis","dual-language vector space;domain-specific cross-lingual question retrieval;lingual barrier;nonEnglish speaking developers;Stack Overflow;translation-based method;monolingual question retrieval;semantic deviation;domain-specific terms;lexical gap;word embeddings;convolutional neural network;deep learning technique;word-level semantics capture;sentence-level semantics capture;CNN model training;machine translation;semantic similarity;document mapping;Chinese queries;English questions;k-nearest neighbor search problem;dual-language document retrieval","","","47","","","","","IEEE","IEEE Conferences"
